"No employment, High income",Age Violation,Inconsistent Loan Pct,Credit History Violation
28053,,33777.0,
28058,,33798.0,
28074,,33803.0,
28075,,33824.0,
28077,,33830.0,
28089,,33832.0,
28094,,33838.0,
28106,,33862.0,
28119,,33869.0,
28123,,33872.0,
28127,,33879.0,
28134,,33896.0,
28138,,33899.0,
28158,,33903.0,
28162,,33912.0,
28163,,33914.0,
28164,,33915.0,
28165,,33917.0,
28167,,33925.0,
28178,,33940.0,
28190,,33952.0,
28213,,33988.0,
28222,,34004.0,
28237,,34007.0,
28247,,34010.0,
28263,,34047.0,
28278,,34053.0,
28297,,34054.0,
28307,,34060.0,
28312,,34069.0,
28323,,34076.0,
28336,,34081.0,
28343,,34083.0,
28356,,34088.0,
28371,,34093.0,
28373,,34106.0,
28378,,34113.0,
28381,,34121.0,
28384,,34148.0,
28393,,34152.0,
28394,,34159.0,
28398,,34160.0,
28405,,34163.0,
28423,,34197.0,
28431,,34215.0,
28450,,34227.0,
28451,,34235.0,
28464,,34254.0,
28465,,34269.0,
28467,,34270.0,
28473,,34274.0,
28484,,34293.0,
28489,,34297.0,
28534,,34307.0,
28537,,34325.0,
28541,,34327.0,
28548,,34345.0,
28549,,34350.0,
28563,,34359.0,
28564,,34360.0,
28576,,34367.0,
28578,,34372.0,
28591,,34384.0,
28596,,34395.0,
28599,,34407.0,
28618,,34411.0,
28647,,34412.0,
28651,,34413.0,
28654,,34415.0,
28655,,34416.0,
28661,,34425.0,
28672,,34434.0,
28679,,34436.0,
28686,,34445.0,
28688,,34449.0,
28693,,34460.0,
28710,,34489.0,
28736,,34493.0,
28737,,34501.0,
28740,,34510.0,
28746,,34518.0,
28752,,34529.0,
28753,,34531.0,
28761,,34532.0,
28767,,34535.0,
28768,,34543.0,
28771,,34546.0,
28775,,34547.0,
28795,,34548.0,
28803,,34551.0,
28806,,34553.0,
28807,,34556.0,
28817,,34581.0,
28820,,34592.0,
28823,,34593.0,
28828,,34600.0,
28833,,34604.0,
28834,,34607.0,
28843,,34613.0,
28847,,34624.0,
28855,,34639.0,
28856,,34640.0,
28862,,34643.0,
28865,,34649.0,
28871,,34660.0,
28873,,34662.0,
28878,,34670.0,
28882,,34671.0,
28887,,34673.0,
28888,,34682.0,
28889,,34705.0,
28892,,34707.0,
28899,,34727.0,
28907,,34732.0,
28912,,34742.0,
28923,,34752.0,
28924,,34756.0,
28925,,34761.0,
28928,,34788.0,
28938,,34798.0,
28945,,34815.0,
28947,,34824.0,
28957,,34830.0,
28959,,34841.0,
28961,,34847.0,
28965,,34861.0,
28967,,34864.0,
28969,,34865.0,
28981,,34867.0,
28985,,34870.0,
28998,,34885.0,
29016,,34904.0,
29022,,34927.0,
29023,,34928.0,
29029,,34929.0,
29035,,34932.0,
29043,,34947.0,
29044,,34953.0,
29049,,34961.0,
29051,,34972.0,
29067,,34975.0,
29077,,34983.0,
29090,,35021.0,
29127,,35030.0,
29138,,35034.0,
29142,,35073.0,
29143,,35076.0,
29145,,35078.0,
29152,,35097.0,
29158,,35100.0,
29163,,35108.0,
29167,,35109.0,
29180,,35110.0,
29183,,35117.0,
29193,,35149.0,
29196,,35153.0,
29202,,35162.0,
29208,,35173.0,
29215,,35174.0,
29216,,35188.0,
29225,,35195.0,
29228,,35202.0,
29265,,35213.0,
29286,,35214.0,
29292,,35215.0,
29294,,35223.0,
29305,,35232.0,
29321,,35243.0,
29323,,35244.0,
29328,,35245.0,
29332,,35250.0,
29338,,35253.0,
29356,,35258.0,
29365,,35260.0,
29378,,35263.0,
29381,,35265.0,
29385,,35270.0,
29386,,35271.0,
29387,,35292.0,
29395,,35294.0,
29405,,35301.0,
29407,,35315.0,
29427,,35318.0,
29456,,35322.0,
29457,,35325.0,
29460,,35349.0,
29461,,35350.0,
29483,,35360.0,
29487,,35373.0,
29494,,35381.0,
29497,,35392.0,
29502,,35409.0,
29505,,35410.0,
29506,,35416.0,
29508,,35421.0,
29516,,35423.0,
29522,,35425.0,
29539,,35437.0,
29540,,35438.0,
29543,,35451.0,
29546,,35458.0,
29551,,35462.0,
29557,,35471.0,
29561,,35473.0,
29564,,35480.0,
29581,,35495.0,
29593,,35500.0,
29604,,35512.0,
29607,,35522.0,
29612,,35543.0,
29620,,35544.0,
29625,,35548.0,
29635,,35565.0,
29651,,35571.0,
29656,,35575.0,
29658,,35583.0,
29662,,35584.0,
29682,,35586.0,
29688,,35587.0,
29692,,35597.0,
29694,,35618.0,
29709,,35620.0,
29712,,35621.0,
29714,,35624.0,
29715,,35638.0,
29717,,35662.0,
29729,,35668.0,
29733,,35679.0,
29741,,35688.0,
29746,,35693.0,
29747,,35698.0,
29757,,35701.0,
29758,,35713.0,
29775,,35736.0,
29779,,35737.0,
29781,,35789.0,
29783,,35796.0,
29796,,35805.0,
29808,,35808.0,
29830,,35817.0,
29833,,35823.0,
29853,,35830.0,
29860,,35855.0,
29863,,35868.0,
29864,,35870.0,
29874,,35872.0,
29876,,35874.0,
29890,,35881.0,
29910,,35884.0,
29911,,35885.0,
29915,,35889.0,
29919,,35903.0,
29924,,35928.0,
29932,,35935.0,
29933,,35941.0,
29938,,35944.0,
29949,,35952.0,
29951,,35955.0,
29962,,35960.0,
29966,,35964.0,
29972,,35967.0,
29979,,35969.0,
29980,,35970.0,
29983,,35984.0,
29987,,36003.0,
29991,,36006.0,
30005,,36010.0,
30010,,36017.0,
30013,,36021.0,
30017,,36027.0,
30020,,36036.0,
30023,,36041.0,
30028,,36043.0,
30030,,36049.0,
30034,,36054.0,
30038,,36056.0,
30050,,36068.0,
30052,,36073.0,
30054,,36076.0,
30059,,36081.0,
30072,,36084.0,
30097,,36098.0,
30099,,36103.0,
30107,,36124.0,
30114,,36126.0,
30125,,36129.0,
30130,,36133.0,
30139,,36138.0,
30141,,36143.0,
30156,,36155.0,
30161,,36166.0,
30172,,36178.0,
30179,,36179.0,
30182,,36185.0,
30184,,36188.0,
30199,,36193.0,
30200,,36209.0,
30205,,36224.0,
30212,,36230.0,
30216,,36247.0,
30223,,36257.0,
30229,,36308.0,
30241,,36310.0,
30244,,36315.0,
30248,,36320.0,
30261,,36326.0,
30262,,36345.0,
30280,,36356.0,
30287,,36364.0,
30293,,36369.0,
30303,,36383.0,
30308,,36390.0,
30310,,36393.0,
30318,,36410.0,
30322,,36417.0,
30351,,36428.0,
30366,,36451.0,
30367,,36459.0,
30368,,36461.0,
30369,,36462.0,
30374,,36463.0,
30379,,36464.0,
30388,,36476.0,
30394,,36491.0,
30405,,36496.0,
30408,,36513.0,
30409,,36514.0,
30419,,36523.0,
30421,,36536.0,
30423,,36558.0,
30442,,36569.0,
30443,,36572.0,
30464,,36577.0,
30467,,36580.0,
30470,,36602.0,
30482,,36611.0,
30498,,36615.0,
30501,,36623.0,
30508,,36632.0,
30514,,36660.0,
30519,,36665.0,
30520,,36671.0,
30524,,36674.0,
30528,,36682.0,
30563,,36706.0,
30572,,36720.0,
30585,,36746.0,
30593,,36754.0,
30595,,36759.0,
30603,,36764.0,
30608,,36785.0,
30625,,36793.0,
30628,,36806.0,
30632,,36810.0,
30652,,36826.0,
30662,,36832.0,
30670,,36845.0,
30674,,36860.0,
30691,,36870.0,
30695,,36907.0,
30703,,36931.0,
30709,,36937.0,
30714,,36958.0,
30728,,36974.0,
30734,,36977.0,
30742,,36981.0,
30744,,36983.0,
30778,,36984.0,
30785,,36990.0,
30789,,37014.0,
30791,,37024.0,
30795,,37028.0,
30802,,37034.0,
30810,,37062.0,
30813,,37063.0,
30825,,37069.0,
30839,,37073.0,
30854,,37080.0,
30855,,37101.0,
30857,,37108.0,
30863,,37113.0,
30868,,37118.0,
30869,,37127.0,
30874,,37130.0,
30875,,37152.0,
30876,,37171.0,
30879,,37190.0,
30882,,37197.0,
30889,,37200.0,
30894,,37215.0,
30896,,37225.0,
30903,,37234.0,
30911,,37235.0,
30915,,37240.0,
30919,,37260.0,
30920,,37272.0,
30921,,37277.0,
30972,,37280.0,
30975,,37293.0,
30976,,37296.0,
30978,,37300.0,
30987,,37302.0,
31018,,37306.0,
31027,,37318.0,
31036,,37324.0,
31044,,37340.0,
31046,,37341.0,
31047,,37344.0,
31051,,37345.0,
31052,,37365.0,
31064,,37370.0,
31070,,37371.0,
31074,,37379.0,
31084,,37388.0,
31085,,37391.0,
31088,,37393.0,
31089,,37399.0,
31110,,37407.0,
31114,,37413.0,
31124,,37428.0,
31126,,37441.0,
31131,,37452.0,
31143,,37460.0,
31151,,37469.0,
31190,,37473.0,
31203,,37487.0,
31204,,37489.0,
31208,,37493.0,
31217,,37508.0,
31224,,37509.0,
31229,,37516.0,
31240,,37522.0,
31260,,37524.0,
31267,,37534.0,
31274,,37541.0,
31295,,37558.0,
31304,,37563.0,
31315,,37567.0,
31360,,37568.0,
31364,,37569.0,
31368,,37573.0,
31382,,37591.0,
31383,,37603.0,
31386,,37604.0,
31409,,37605.0,
31411,,37607.0,
31431,,37609.0,
31457,,37611.0,
31464,,37616.0,
31468,,37627.0,
31470,,37633.0,
31480,,37635.0,
31482,,37643.0,
31484,,37644.0,
31491,,37646.0,
31492,,37648.0,
31524,,37652.0,
31540,,37665.0,
31549,,37677.0,
31552,,37696.0,
31556,,37699.0,
31557,,37707.0,
31558,,37708.0,
31561,,37709.0,
31565,,37717.0,
31566,,37731.0,
31569,,37735.0,
31570,,37752.0,
31596,,37753.0,
31597,,37768.0,
31603,,37785.0,
31619,,37803.0,
31632,,37812.0,
31640,,37816.0,
31641,,37823.0,
31645,,37831.0,
31652,,37838.0,
31659,,37845.0,
31660,,37852.0,
31669,,37859.0,
31671,,37860.0,
31694,,37864.0,
31704,,37865.0,
31711,,37879.0,
31712,,37887.0,
31716,,37898.0,
31719,,37901.0,
31722,,37902.0,
31735,,37918.0,
31737,,37922.0,
31740,,37932.0,
31742,,37971.0,
31750,,37973.0,
31751,,37977.0,
31768,,37984.0,
31792,,38000.0,
31801,,38012.0,
31803,,38022.0,
31809,,38034.0,
31821,,38035.0,
31822,,38041.0,
31826,,38043.0,
31827,,38070.0,
31839,,38103.0,
31850,,38110.0,
31854,,38128.0,
31859,,38132.0,
31868,,38145.0,
31870,,38150.0,
31873,,38157.0,
31876,,38161.0,
31878,,38167.0,
31884,,38174.0,
31893,,38177.0,
31897,,38187.0,
31913,,38201.0,
31923,,38207.0,
31926,,38210.0,
31944,,38212.0,
31971,,38215.0,
31973,,38217.0,
31989,,38224.0,
31993,,38226.0,
31995,,38229.0,
32004,,38231.0,
32005,,38238.0,
32008,,38249.0,
32011,,38280.0,
32015,,38295.0,
32020,,38301.0,
32023,,38308.0,
32024,,38326.0,
32025,,38331.0,
32036,,38339.0,
32040,,38345.0,
32051,,38358.0,
32052,,38365.0,
32087,,38383.0,
32089,,38392.0,
32099,,38401.0,
32116,,38402.0,
32126,,38404.0,
32140,,38407.0,
32159,,38413.0,
32163,,38437.0,
32167,,38438.0,
32188,,38439.0,
32193,,38442.0,
32205,,38445.0,
32206,,38479.0,
32209,,38481.0,
32215,,38486.0,
32220,,38487.0,
32230,,38498.0,
32232,,38510.0,
32239,,38513.0,
32250,,38534.0,
32251,,38546.0,
32252,,38556.0,
32256,,38563.0,
32262,,38571.0,
32267,,38572.0,
32283,,38577.0,
32290,,38586.0,
32292,,38598.0,
32293,,38600.0,
32309,,38610.0,
32311,,38612.0,
32317,,38630.0,
32338,,38644.0,
32343,,38649.0,
32355,,38665.0,
32360,,38686.0,
32362,,38688.0,
32386,,38701.0,
32396,,38716.0,
32418,,38722.0,
32424,,38727.0,
32425,,38729.0,
32429,,38737.0,
32433,,38738.0,
32448,,38757.0,
32450,,38780.0,
32453,,38785.0,
32454,,38792.0,
32466,,38793.0,
32470,,38804.0,
32476,,38834.0,
32478,,38839.0,
32480,,38845.0,
32488,,38847.0,
32498,,38852.0,
32502,,38854.0,
32503,,38892.0,
32506,,38914.0,
32507,,38923.0,
32510,,38928.0,
32530,,38935.0,
32532,,38936.0,
32540,,38945.0,
32546,,38965.0,
32548,,38995.0,
32549,,39001.0,
32552,,39005.0,
32555,,39017.0,
32584,,39031.0,
32587,,39032.0,
32590,,39036.0,
32592,,39049.0,
32598,,39050.0,
32617,,39063.0,
32619,,39073.0,
32622,,39078.0,
32623,,39093.0,
32628,,39095.0,
32645,,39107.0,
32656,,39115.0,
32672,,39118.0,
32676,,39126.0,
32679,,39137.0,
32697,,39138.0,
32707,,39140.0,
32722,,39151.0,
32729,,39152.0,
32736,,39158.0,
32747,,39160.0,
32751,,39165.0,
32752,,39173.0,
32755,,39175.0,
32774,,39176.0,
32791,,39183.0,
32806,,39189.0,
32812,,39192.0,
32819,,39195.0,
32820,,39205.0,
32833,,39209.0,
32846,,39239.0,
32849,,39243.0,
32863,,39248.0,
32869,,39249.0,
32888,,39253.0,
32890,,39259.0,
32900,,39269.0,
32904,,39274.0,
32905,,39294.0,
32915,,39296.0,
32918,,39299.0,
32920,,39302.0,
32926,,39305.0,
32941,,39307.0,
32945,,39322.0,
32949,,39340.0,
32952,,39358.0,
32956,,39362.0,
32966,,39386.0,
32989,,39388.0,
32991,,39389.0,
33001,,39393.0,
33004,,39411.0,
33005,,39412.0,
33008,,39422.0,
33013,,39425.0,
33019,,39435.0,
33034,,39456.0,
33048,,39469.0,
33049,,39477.0,
33053,,39481.0,
33057,,39491.0,
33067,,39499.0,
33091,,39501.0,
33103,,39508.0,
33117,,39512.0,
33126,,39514.0,
33128,,39519.0,
33130,,39526.0,
33134,,39528.0,
33169,,39539.0,
33178,,39548.0,
33181,,39554.0,
33187,,39562.0,
33197,,39617.0,
33232,,39636.0,
33233,,39648.0,
33234,,39651.0,
33253,,39653.0,
33266,,39661.0,
33269,,39673.0,
33270,,39674.0,
33293,,39677.0,
33296,,39679.0,
33309,,39693.0,
33310,,39696.0,
33321,,39703.0,
33324,,39711.0,
33336,,39712.0,
33341,,39716.0,
33342,,39729.0,
33361,,39734.0,
33366,,39739.0,
33369,,39751.0,
33377,,39761.0,
33380,,39762.0,
33381,,39767.0,
33388,,39769.0,
33390,,39784.0,
33401,,39786.0,
33402,,39788.0,
33403,,39798.0,
33414,,39803.0,
33417,,39814.0,
33427,,39817.0,
33455,,39832.0,
33462,,39838.0,
33466,,39843.0,
33469,,39858.0,
33474,,39883.0,
33485,,39888.0,
33492,,39899.0,
33497,,39927.0,
33505,,39928.0,
33514,,39936.0,
33519,,39941.0,
33521,,39945.0,
33522,,39971.0,
33530,,39974.0,
33532,,39975.0,
33566,,39977.0,
33612,,39987.0,
33645,,39996.0,
33647,,39997.0,
33658,,40001.0,
33669,,40038.0,
33679,,40051.0,
33681,,40058.0,
33686,,40063.0,
33696,,40070.0,
33697,,40073.0,
33703,,40091.0,
33728,,40093.0,
33739,,40097.0,
33740,,40121.0,
33741,,40132.0,
33751,,40142.0,
33757,,40145.0,
33759,,40146.0,
33766,,40155.0,
33769,,40157.0,
33785,,40167.0,
33794,,40170.0,
33806,,40199.0,
33813,,40211.0,
33827,,40212.0,
33834,,40232.0,
33843,,40238.0,
33852,,40239.0,
33863,,40244.0,
33864,,40247.0,
33883,,40249.0,
33886,,40257.0,
33890,,40260.0,
33891,,40270.0,
33897,,40277.0,
33899,,40283.0,
33904,,40291.0,
33908,,40292.0,
33915,,40298.0,
33916,,40303.0,
33921,,40319.0,
33922,,40324.0,
33925,,40331.0,
33934,,40335.0,
33946,,40340.0,
33948,,40352.0,
33957,,40372.0,
33960,,40379.0,
33962,,40395.0,
33963,,40399.0,
33964,,40419.0,
33965,,40421.0,
33968,,40423.0,
33969,,40429.0,
33986,,40440.0,
34012,,40451.0,
34017,,40456.0,
34020,,40458.0,
34024,,40469.0,
34025,,40473.0,
34039,,40503.0,
34043,,40510.0,
34050,,40514.0,
34058,,40517.0,
34085,,40534.0,
34104,,40550.0,
34117,,40553.0,
34135,,40554.0,
34140,,40590.0,
34144,,40595.0,
34145,,40597.0,
34157,,40602.0,
34159,,40618.0,
34162,,40622.0,
34177,,40629.0,
34183,,40630.0,
34185,,40637.0,
34186,,40652.0,
34190,,40659.0,
34196,,40673.0,
34202,,40699.0,
34235,,40700.0,
34242,,40708.0,
34255,,40720.0,
34273,,40741.0,
34278,,40746.0,
34279,,40761.0,
34285,,40764.0,
34287,,40767.0,
34294,,40775.0,
34295,,40795.0,
34298,,40800.0,
34310,,40814.0,
34339,,40831.0,
34343,,40845.0,
34352,,40851.0,
34378,,40861.0,
34381,,40866.0,
34383,,40896.0,
34391,,40898.0,
34401,,40902.0,
34409,,40908.0,
34410,,40909.0,
34430,,40913.0,
34433,,40928.0,
34435,,40938.0,
34436,,40963.0,
34441,,40966.0,
34445,,40972.0,
34462,,40984.0,
34470,,40991.0,
34476,,41004.0,
34482,,41021.0,
34487,,41024.0,
34488,,41041.0,
34494,,41045.0,
34496,,41052.0,
34500,,41077.0,
34517,,41079.0,
34518,,41083.0,
34524,,41089.0,
34528,,41107.0,
34531,,41111.0,
34533,,41128.0,
34535,,41143.0,
34536,,41161.0,
34537,,41198.0,
34544,,41202.0,
34545,,41206.0,
34546,,41213.0,
34552,,41233.0,
34554,,41240.0,
34561,,41241.0,
34562,,41249.0,
34565,,41252.0,
34573,,41259.0,
34574,,41260.0,
34576,,41273.0,
34577,,41278.0,
34578,,41281.0,
34581,,41299.0,
34593,,41306.0,
34612,,41312.0,
34627,,41317.0,
34651,,41321.0,
34652,,41322.0,
34663,,41326.0,
34671,,41340.0,
34674,,41344.0,
34684,,41350.0,
34711,,41353.0,
34720,,41380.0,
34723,,41396.0,
34724,,41397.0,
34730,,41405.0,
34732,,41421.0,
34740,,41426.0,
34749,,41427.0,
34767,,41432.0,
34775,,41444.0,
34778,,41450.0,
34780,,41461.0,
34786,,41467.0,
34789,,41472.0,
34799,,41474.0,
34803,,41479.0,
34818,,41484.0,
34824,,41489.0,
34838,,41499.0,
34841,,41514.0,
34859,,41516.0,
34863,,41560.0,
34864,,41568.0,
34867,,41579.0,
34871,,41591.0,
34874,,41599.0,
34875,,41622.0,
34895,,41651.0,
34903,,41682.0,
34914,,41683.0,
34939,,41693.0,
34948,,41705.0,
34957,,41708.0,
34958,,41730.0,
34967,,41732.0,
34968,,41738.0,
34976,,41746.0,
35019,,41761.0,
35024,,41763.0,
35028,,41774.0,
35038,,41794.0,
35039,,41800.0,
35051,,41805.0,
35066,,41816.0,
35073,,41817.0,
35074,,41818.0,
35079,,41820.0,
35081,,41823.0,
35084,,41825.0,
35092,,41829.0,
35094,,41840.0,
35102,,41850.0,
35106,,41887.0,
35119,,41896.0,
35123,,41899.0,
35126,,41916.0,
35132,,41921.0,
35150,,41938.0,
35158,,41940.0,
35163,,41952.0,
35167,,41966.0,
35175,,41978.0,
35186,,42015.0,
35188,,42027.0,
35196,,42043.0,
35209,,42060.0,
35212,,42061.0,
35217,,42094.0,
35219,,42095.0,
35224,,42099.0,
35228,,42106.0,
35232,,42114.0,
35247,,42117.0,
35251,,42128.0,
35253,,42130.0,
35266,,42143.0,
35271,,42144.0,
35278,,42154.0,
35284,,42159.0,
35287,,42160.0,
35295,,42169.0,
35297,,42194.0,
35300,,42200.0,
35311,,42205.0,
35315,,42211.0,
35336,,42238.0,
35340,,42239.0,
35359,,42255.0,
35364,,42258.0,
35365,,42265.0,
35373,,42270.0,
35378,,42279.0,
35380,,42287.0,
35388,,42296.0,
35393,,42301.0,
35409,,42354.0,
35424,,42361.0,
35428,,42376.0,
35437,,42378.0,
35438,,42387.0,
35445,,42390.0,
35450,,42395.0,
35475,,42401.0,
35478,,42405.0,
35481,,42411.0,
35485,,42433.0,
35497,,42446.0,
35504,,42452.0,
35508,,42458.0,
35509,,42464.0,
35512,,42470.0,
35513,,42478.0,
35525,,42482.0,
35550,,42485.0,
35553,,42489.0,
35555,,42490.0,
35559,,42497.0,
35561,,42511.0,
35568,,42514.0,
35571,,42550.0,
35572,,42552.0,
35592,,42558.0,
35596,,42561.0,
35600,,42566.0,
35602,,42580.0,
35605,,42592.0,
35611,,42596.0,
35616,,42622.0,
35629,,42624.0,
35635,,42634.0,
35643,,42646.0,
35660,,42652.0,
35668,,42658.0,
35688,,42681.0,
35718,,42684.0,
35722,,42687.0,
35728,,42707.0,
35769,,42745.0,
35785,,42746.0,
35788,,42751.0,
35790,,42801.0,
35792,,42807.0,
35796,,42809.0,
35803,,42816.0,
35807,,42830.0,
35819,,42834.0,
35822,,42839.0,
35830,,42840.0,
35842,,42847.0,
35846,,42854.0,
35864,,42856.0,
35875,,42863.0,
35883,,42864.0,
35888,,42868.0,
35889,,42890.0,
35903,,42907.0,
35908,,42923.0,
35909,,42929.0,
35913,,42934.0,
35925,,42939.0,
35927,,42950.0,
35935,,42973.0,
35943,,42976.0,
35945,,42986.0,
35949,,42988.0,
35951,,42991.0,
35959,,42997.0,
35963,,43005.0,
35966,,43019.0,
35977,,43023.0,
35996,,43033.0,
36002,,43044.0,
36007,,43062.0,
36010,,43063.0,
36017,,43084.0,
36026,,43085.0,
36028,,43086.0,
36032,,43092.0,
36037,,43107.0,
36046,,43170.0,
36048,,43174.0,
36049,,43181.0,
36060,,43187.0,
36062,,43261.0,
36063,,43279.0,
36067,,43301.0,
36070,,43310.0,
36079,,43313.0,
36080,,43324.0,
36103,,43338.0,
36112,,43370.0,
36133,,43385.0,
36137,,43391.0,
36140,,43392.0,
36143,,43405.0,
36144,,43414.0,
36148,,43428.0,
36156,,43433.0,
36157,,43438.0,
36164,,43440.0,
36172,,43441.0,
36186,,43460.0,
36198,,43467.0,
36211,,43468.0,
36228,,43471.0,
36246,,43489.0,
36247,,43493.0,
36279,,43495.0,
36283,,43497.0,
36288,,43500.0,
36293,,43505.0,
36298,,43509.0,
36306,,43548.0,
36312,,43557.0,
36317,,43591.0,
36318,,43603.0,
36332,,43604.0,
36333,,43614.0,
36357,,43617.0,
36365,,43620.0,
36370,,43635.0,
36372,,43646.0,
36384,,43647.0,
36407,,43648.0,
36410,,43649.0,
36412,,43653.0,
36421,,43662.0,
36437,,43664.0,
36464,,43668.0,
36466,,43684.0,
36467,,43689.0,
36468,,43692.0,
36470,,43706.0,
36475,,43712.0,
36478,,43714.0,
36479,,43724.0,
36484,,43727.0,
36494,,43756.0,
36511,,43770.0,
36516,,43773.0,
36517,,43777.0,
36527,,43786.0,
36528,,43819.0,
36536,,43822.0,
36537,,43836.0,
36545,,43838.0,
36554,,43843.0,
36556,,43844.0,
36583,,43845.0,
36588,,43854.0,
36597,,43864.0,
36605,,43873.0,
36608,,43876.0,
36621,,43877.0,
36625,,43878.0,
36631,,43880.0,
36643,,43885.0,
36647,,43894.0,
36649,,43901.0,
36657,,43922.0,
36661,,43924.0,
36682,,43941.0,
36693,,43944.0,
36698,,43949.0,
36705,,43955.0,
36706,,43972.0,
36707,,43973.0,
36725,,43974.0,
36729,,43981.0,
36733,,43984.0,
36741,,43992.0,
36744,,43995.0,
36750,,43996.0,
36759,,44004.0,
36769,,44013.0,
36771,,44015.0,
36773,,44016.0,
36788,,44033.0,
36789,,44044.0,
36816,,44055.0,
36821,,44072.0,
36827,,44076.0,
36830,,44090.0,
36834,,44101.0,
36844,,44107.0,
36846,,44108.0,
36856,,44116.0,
36871,,44124.0,
36883,,44135.0,
36898,,44143.0,
36908,,44145.0,
36909,,44146.0,
36913,,44147.0,
36916,,44164.0,
36931,,44165.0,
36935,,44184.0,
36945,,44193.0,
36958,,44196.0,
36961,,44207.0,
36979,,44220.0,
36980,,44226.0,
36985,,44227.0,
36993,,44230.0,
36995,,44248.0,
37001,,44253.0,
37005,,44257.0,
37014,,44265.0,
37017,,44268.0,
37021,,44276.0,
37023,,44283.0,
37032,,44285.0,
37034,,44289.0,
37045,,44299.0,
37069,,44301.0,
37079,,44303.0,
37093,,44320.0,
37106,,44329.0,
37114,,44332.0,
37116,,44343.0,
37121,,44355.0,
37122,,44359.0,
37125,,44363.0,
37132,,44367.0,
37134,,44370.0,
37136,,44371.0,
37139,,44390.0,
37142,,44404.0,
37149,,44409.0,
37150,,44413.0,
37159,,44415.0,
37162,,44439.0,
37163,,44442.0,
37183,,44443.0,
37194,,44444.0,
37200,,44446.0,
37202,,44450.0,
37216,,44453.0,
37218,,44463.0,
37225,,44483.0,
37226,,44485.0,
37229,,44492.0,
37242,,44493.0,
37249,,44494.0,
37251,,44498.0,
37252,,44518.0,
37258,,44523.0,
37259,,44525.0,
37264,,44526.0,
37267,,44542.0,
37268,,44544.0,
37283,,44550.0,
37298,,44568.0,
37302,,44574.0,
37314,,44593.0,
37323,,44596.0,
37326,,44605.0,
37334,,44609.0,
37340,,44614.0,
37367,,44630.0,
37402,,44633.0,
37405,,44646.0,
37410,,44654.0,
37415,,44658.0,
37416,,44674.0,
37435,,44675.0,
37445,,44678.0,
37454,,44692.0,
37457,,44693.0,
37461,,44703.0,
37467,,44722.0,
37471,,44728.0,
37479,,44729.0,
37488,,44740.0,
37510,,44741.0,
37511,,44770.0,
37518,,44774.0,
37523,,44788.0,
37526,,44810.0,
37553,,44814.0,
37559,,44821.0,
37589,,44834.0,
37594,,44860.0,
37598,,44862.0,
37608,,44869.0,
37609,,44877.0,
37624,,44883.0,
37627,,44885.0,
37628,,44889.0,
37631,,44902.0,
37638,,44905.0,
37645,,44927.0,
37646,,44949.0,
37653,,44976.0,
37663,,44985.0,
37671,,44993.0,
37673,,44995.0,
37677,,45018.0,
37684,,45028.0,
37703,,45034.0,
37704,,45040.0,
37707,,45057.0,
37709,,45060.0,
37713,,45065.0,
37722,,45071.0,
37741,,45074.0,
37755,,45075.0,
37766,,45080.0,
37801,,45087.0,
37810,,45103.0,
37813,,45113.0,
37833,,45134.0,
37841,,45165.0,
37844,,45183.0,
37849,,45190.0,
37850,,45221.0,
37851,,45228.0,
37866,,45232.0,
37867,,45235.0,
37890,,45246.0,
37903,,45273.0,
37910,,45282.0,
37916,,45284.0,
37919,,45285.0,
37924,,45289.0,
37942,,45296.0,
37944,,45307.0,
37945,,45328.0,
37947,,45329.0,
37954,,45330.0,
37970,,45334.0,
37993,,45337.0,
37996,,45340.0,
38000,,45352.0,
38005,,45360.0,
38015,,45377.0,
38031,,45380.0,
38032,,45388.0,
38033,,45394.0,
38036,,45420.0,
38040,,45425.0,
38046,,45433.0,
38049,,45438.0,
38056,,45442.0,
38061,,45464.0,
38090,,45474.0,
38104,,45483.0,
38132,,45489.0,
38134,,45490.0,
38136,,45495.0,
38137,,45500.0,
38144,,45502.0,
38159,,45508.0,
38160,,45509.0,
38162,,45530.0,
38163,,45531.0,
38172,,45543.0,
38173,,45544.0,
38179,,45552.0,
38182,,45553.0,
38188,,45557.0,
38203,,45558.0,
38208,,45559.0,
38212,,45562.0,
38213,,45572.0,
38229,,45606.0,
38241,,45608.0,
38268,,45609.0,
38273,,45611.0,
38282,,45647.0,
38283,,45654.0,
38290,,45659.0,
38305,,45661.0,
38311,,45665.0,
38317,,45681.0,
38328,,45690.0,
38331,,45695.0,
38340,,45711.0,
38348,,45715.0,
38355,,45721.0,
38357,,45722.0,
38360,,45723.0,
38362,,45749.0,
38369,,45751.0,
38370,,45756.0,
38378,,45761.0,
38391,,45797.0,
38394,,45804.0,
38396,,45819.0,
38402,,45823.0,
38411,,45831.0,
38412,,45833.0,
38414,,45836.0,
38421,,45840.0,
38427,,45846.0,
38432,,45850.0,
38437,,45867.0,
38443,,45902.0,
38445,,45929.0,
38450,,45956.0,
38455,,45974.0,
38460,,45987.0,
38468,,45989.0,
38478,,46007.0,
38508,,46037.0,
38511,,46044.0,
38516,,46046.0,
38529,,46050.0,
38530,,46056.0,
38532,,46061.0,
38538,,46067.0,
38539,,46070.0,
38543,,46074.0,
38557,,46087.0,
38560,,46101.0,
38566,,46109.0,
38570,,46114.0,
38584,,46122.0,
38590,,46123.0,
38597,,46129.0,
